Name,Website,Description,Growth Score,Mindshare Score,Weekly Momentum,Employee Count,Employee Count Last Month,Employees Added This Month,Employee Growth Last Mo,Employee Count 6 Months Ago,Employees Added Last 6 Months,Employee Growth Last 6 Months,Est. Monthly Uniques,Est. Monthly Uniques Week Ago,Monthly Uniques Week Over Week Growth,Est. Monthly Uniques Month Ago,Monthly Uniques Month Over Month Growth,Est. Mobile Downloads,Est. Monthly Mobile Downloads Week Ago,Monthly Mobile Downloads Week Over Week Growth,Est. Monthly Mobile Downloads Month Ago,Monthly Mobile Downloads Month Over Month Growth,Months Since Last Funding,Employees Added Since Last Funding,New Person Months Since Last Funding,New Funding Employee Growth,Founded,Stage,Investors,Total Funding,Last Funding,Last Funding Amount,Location,City,Region,State,Country,Continent,Business Models,Industries,Keywords,Has Mobile App,Has Google Play App,Has iTunes App
Hi-Fi pasaulis,hifipasaulis.lt,,165,165,16,3,3,0,0%,,,,182,196,-7%,250,-27%,,,,,,,,,Undisclosed,2005,Exited (other),,Undisclosed,,Undisclosed,Vilnius,Vilnius,,,Lithuania,Europe,,"consumer electronics,hardware",,No,No,No
Fujitsu,fujitsu.com,ICIM Ltd. was added in 2013.,164,164,320,"33,592","33,871",-279,-1%,"35,268","-1,676",-5%,"1,884,368","1,875,510",0%,"1,816,325",4%,,52,,52,,,,,Undisclosed,1935,Exited (other),,Undisclosed,,Undisclosed,Japan,Oslo,,,Japan,Asia,B2B,"data storage,enterprise software,hardware,hardware peripherals,information security,security,storage",,Yes,Yes,Yes
Neptec Design Group,neptec.com,"Neptec Design Group Ltd. is an experienced spaceflight engineering company. Neptec specializes in the development, production, integration,",158,158,486,43,46,-3,-7%,53,-10,-19%,50,38,32%,42,19%,,,,,,,,,Undisclosed,1990,Exited (other),,Undisclosed,,Undisclosed,Kanata,Kanata,,ON,Canada,North America,,"biotechnology,cleantech,hardware,hardware peripherals,healthcare,information security,pharmaceuticals,physical security,security,wind power",,No,No,No
"RHA Health Service, Inc",rhanet.org,,157,157,-268,752,738,14,2%,704,48,7%,419,389,8%,312,34%,,,,,,,,,Undisclosed,1987,Exited (other),,Undisclosed,,Undisclosed,Asheville,Asheville,,NC,United States,North America,,"data storage,hardware,hardware peripherals,information security,physical storage,security,storage",,No,No,No
Nat Assoc of Mfg,nam.org,National Association of Manufacturing was added to Crunchbase.,155,155,964,245,246,-1,0%,,,,"11,378","11,596",-2%,"11,176",2%,,,,,,,,,Undisclosed,1895,Exited (other),,Undisclosed,,Undisclosed,Washington,Washington,Washington D.C.,DC,United States,North America,,"cleantech,government,hardware,hardware peripherals,wind power",,No,No,No
Electronic Access Foundation,e-access.org,Donate computers to a charity for charities. EAF is helping organizations across NJ and NY to get the tech they need!,154,154,-444,8,8,0,0%,7,1,14%,103,108,-5%,64,61%,,,,,,,,,Undisclosed,2011,Exited (other),,Undisclosed,,Undisclosed,New York,Hillsborough,New York,NJ,United States,North America,B2B,"computer hardware,finance,fitness and wellness,hardware","charity / non-profit,it,wealth management",No,No,No
Axel Technologies Ltd,axel.com,,151,151,189,2,2,0,0%,,,,990,,,,,,,,,,,,,Undisclosed,,Exited (other),,Undisclosed,,Undisclosed,Ernakulam,Ernakulam,,,India,Asia,,"computer hardware,hardware",,No,No,No
Harvatek Corporation,harvatek.com,,150,150,560,22,23,-1,-4%,21,1,5%,225,261,-14%,447,-50%,,,,,,,,,Undisclosed,,Exited (other),,Undisclosed,,Undisclosed,Atlanta,Conyers,Atlanta,GA,United States,North America,,"consumer electronics,hardware,manufacturing,semiconductors",,No,No,No
TKH Group,tkhgroup.com,"TKH Group N.V. provides telecom, building, and industrial solutions based on system concepts, products, and related services in Europe, the",146,146,516,75,75,0,0%,64,11,17%,7,20,-65%,129,-95%,,,,,,,,,Undisclosed,1980,Exited (other),,Undisclosed,,Undisclosed,Haaksbergen,Haaksbergen,,,Netherlands,Europe,,"banking,consumer electronics,finance,hardware,manufacturing",,No,No,No
Andes Technology Corporation,andestech.com,Jing Xin Ke Ji Gu Fen You Xian Gong Si,144,144,546,58,58,0,0%,,,,179,,,,,,,,,,,,,Undisclosed,,Exited (other),,Undisclosed,,Undisclosed,,,,,,,,"hardware,hardware peripherals,semiconductors",,No,No,No
Government Printing Office (GPO),gpo.gov,The U.S. Government Printing Office provides the official information products of the U.S. Government.,144,144,451,873,869,4,0%,,,,"852,535","857,472",-1%,"855,656",0%,,,,,,,,,Undisclosed,1861,Exited (other),,Undisclosed,,Undisclosed,Washington,Washington,Washington D.C.,DC,United States,North America,,"government,hardware,hardware peripherals,information security,security",,No,No,No
reBOOT Canada,rebootcanada.ca,"Canadian charity focused on sustainable access to low cost technology solutions, training, and innovative products and services, to improve economic outcomes, civic engagement and health for individuals and communities across the country.",143,143,198,,,,,,,,,,,,,,,,,,,,,Undisclosed,,Exited (other),,Undisclosed,,Undisclosed,Canada,,,,Canada,North America,,"computer hardware,hardware",,No,No,No
OPTOTEC S.p.a.,optotec.it,,143,143,-410,16,16,0,0%,,,,,,,,,,,,,,,,,Undisclosed,,Exited (other),,Undisclosed,,Undisclosed,Italy,,,,Italy,Europe,,"hardware,hardware peripherals,physical security,security,telecommunications",,No,No,No
ICEpower,icepower.dk,"ICEpower develops and manufactures world-leading Class D audio amplifiers for high performing consumer, professional, automotive and mobile audio systems. ICEpower is a subsidiary of Bang & Olufsen.",140,140,49,,,,,,,,,,,,,,,,,,,,,Undisclosed,1999,Exited (other),,Undisclosed,,Undisclosed,Kgs. Lyngby,Kgs. Lyngby,,,Denmark,Europe,,"automotive,cleantech,hardware,hardware peripherals,wind power",,No,No,No
Aspeed Technology,aspeedtech.com,A leading fabless IC-design house in Server Management,136,136,-538,,,,,,,,308,299,3%,227,36%,,,,,,,,,Undisclosed,,Exited (other),Intel Capital,$0,,Undisclosed,Hsinchu,Hsinchu,,,"Taiwan, Province of China",Asia,B2B,"hardware,manufacturing,semiconductors",,No,No,No
Integrated Microwave Technologies,imt-solutions.com,"Scene-to-screen Wireless Video Solutions for Broadcasting, Law Enforcement and Sports and Entertainment",135,135,171,34,,,,,,,10,,,,,,,,,,,,,Undisclosed,1990,Exited (other),,Undisclosed,,Undisclosed,New York,Mt. Olive,New York,NJ,United States,North America,,"hardware,hardware peripherals,physical security,security",,No,No,No
Micromax Energy Ltd.,micromaxenergy.com,,134,134,0,9,8,1,13%,7,2,29%,,,,,,,,,,,,,,Undisclosed,2010,Exited (other),,Undisclosed,,Undisclosed,New Delhi,New Delhi,,,India,Asia,,"cleantech,hardware,hardware peripherals,healthcare,pharmaceuticals,physical security,security,solar power,wind power",,No,No,No
Reach Data Technologies Ltd,reachdata.co.uk,,130,130,60,8,8,0,0%,,,,4,,,,,,,,,,,,,Undisclosed,1997,Exited (other),,Undisclosed,,Undisclosed,Coventry West Midlands,Coventry West Midlands,,,United Kingdom,Europe,,"hardware,retail",,No,No,No
GT-tronics Limited,gt-tronics.com,,128,128,86,,,,,,,,,,,,,,,,,,,,,Undisclosed,,Exited (other),,Undisclosed,,Undisclosed,,,,,,,,"data storage,hardware,hardware peripherals,storage",,No,No,No
Netronix Inc.,netronixinc.com,,128,128,-568,,,,,,,,9,,,,,,,,,,,,,Undisclosed,1997,Exited (other),,Undisclosed,,Undisclosed,Shindian City,Shindian City,,,"Taiwan, Province of China",Asia,,"computer hardware,hardware",,No,No,No
SimPhonics,simphonics.com,,128,128,-204,1,1,0,0%,1,0,0%,269,,,,,,,,,,,,,Undisclosed,1988,Exited (other),,Undisclosed,,Undisclosed,Tampa,Tampa,Tampa,FL,United States,North America,,"consumer electronics,consumer goods,hardware,manufacturing,transportation",,No,No,No
UGOBE,pleoworld.com,Innvo Labs - Designing the next generation of robotic companion life forms utilizing Innvo's Life OS System. The company's unique products intend to blur the line between technology and life by integrating organic sensory response and autonomous behaviors.,127,127,0,10,10,0,0%,10,0,0%,"1,260","1,237",2%,902,40%,,,,,,105,0,0,0,2006,Exited (other),"Band of Angels,First Round Capital,Frontier Management Group,Hiyield Venture Capital,Rose Tech Ventures",$23.3M,2008-06-10,"$12,500,000",Eagle,Eagle,,ID,United States,North America,B2C,"hardware,robotics","blogging,robotics,toys",No,No,No
Pravidhi Asia Pvt. Ltd.,pravidhiasia.com,Technology based online news,126,126,-142,5,5,0,0%,,,,,,,,,,,,,,,,,Undisclosed,,Exited (other),,Undisclosed,,Undisclosed,Nepal,,,,Nepal,Asia,,"hardware,hardware peripherals",,No,No,No
"Linear Business Solutions, Inc.",linear-solutions.com,,124,124,290,0,,,,,,,,,,,,,,,,,,,,Undisclosed,,Exited (other),,Undisclosed,,Undisclosed,,,,,,,,"automotive,hardware,hardware peripherals,information security,physical security,security",,No,No,No
Globalsat,globalsat.com.tw,"Established in 2000, GlobalSat WorldCom Corp. was listed on the OTC market in 2005. We are; specializing in GPS, 3G, CDMA and BLE solutions. With decennial ODM/OEM experience for first-tier; customers, we are reputed as a reliable and efficient manufacturer of GPS electronic communication; devices.",123,123,594,,,,,,,,"2,358","2,205",7%,758,211%,,,,,,,,,Undisclosed,,Exited (other),,Undisclosed,,Undisclosed,New Taipei City,New Taipei City,,,"Taiwan, Province of China",Asia,,"consumer electronics,hardware,hardware peripherals,travel",,Yes,No,Yes
Mega Technical Holdings Ltd,mega-tech.com,"Mega-Tech | Leading supplier of the finest public safety equipment to law enforcement, fire, EMS, Construction and Fleets in Canada since 1986.",122,122,366,,,,,,,,20,,,,,,,,,,,,,Undisclosed,,Exited (other),,Undisclosed,,Undisclosed,,,,,,,,"automotive,hardware,hardware peripherals,physical security,security",,No,No,No
Yomura,yomura.com.tw,Yomura specializes in Aerospace Parts and Automotive and Plastic Parts production. We assure you the quality Plastic Injection Products with our unsurpassed technology.,121,121,177,,,,,,,,455,290,57%,185,146%,,,,,,,,,Undisclosed,,Exited (other),,Undisclosed,,Undisclosed,"Taiwan, Province of China",,,,"Taiwan, Province of China",Asia,,"cleantech,hardware,hardware peripherals,wind power",,No,No,No
Proventia Emission Control Oy,proventia.com,Proventia develops and supplies exhaust aftertreatment systems and components for diesel engines in both OE and retrofit installations. We produce integrated insulation solutions for thermal management in demanding engine and machine applications. We offer testing services and unique Proventia Test Units especially for ageing testing of EAT systems and components.,121,121,190,17,,,,,,,8,8,0%,7,14%,,,,,,,,,Undisclosed,1994,Exited (other),,Undisclosed,,Undisclosed,Oulunsalo,Oulunsalo,,,Finland,Europe,,"automotive,cleantech,hardware,hardware peripherals,wind power",,No,No,No
Grupo Pixart,pixart.com,,119,119,-271,3,3,0,0%,,,,51,,,,,,,,,,,,,Undisclosed,1988,Exited (other),,Undisclosed,,Undisclosed,México,México,,,Mexico,North America,,"hardware,manufacturing,semiconductors",,No,No,No
Mobile Semiconductor,mobile-semi.com,Mobile Semiconductor is a leader in embedded memory.,118,118,414,12,12,0,0%,,,,11,,,,,,,,,,,,,Undisclosed,2006,Exited (other),,Undisclosed,,Undisclosed,Seattle,Seattle,Seattle,WA,United States,North America,,"cleantech,hardware,hardware peripherals,wind power",,No,No,No
The Vinyl Institute,vinylinfo.org,,118,118,193,9,9,0,0%,9,0,0%,519,,,,,,,,,,,,,Undisclosed,1982,Exited (other),,Undisclosed,,Undisclosed,Washington,Washington,Washington D.C.,DC,United States,North America,,"cleantech,hardware,hardware peripherals,wind power",,No,No,No
5 S Components,5scomponents.com,"5S Components supplies quality electronic components for power electronics applications. Power Semiconductors, Sensors, Swedewater Cooling Systems, Heatsinks & Clamps , Gate Drivers, and more",115,115,0,7,7,0,0%,,,,14,,,,,,,,,,,,,Undisclosed,,Exited (other),,Undisclosed,,Undisclosed,Pittsburgh,East Mc Keesport,Pittsburgh,PA,United States,North America,,"hardware,hardware peripherals",,No,No,No
IMEC,imec.org,"IMEC, established in 1996, is a nonprofit economic development organization whose mission is to be a catalyst for transforming the state of manufacturing.",111,111,-477,49,49,0,0%,47,2,4%,858,795,8%,424,102%,,,,,,,,,Undisclosed,,Exited (other),,Undisclosed,,Undisclosed,Peoria,Peoria,Phoenix,IL,United States,North America,B2B,"cleantech,dating,education,hardware,hardware peripherals,healthcare,pharmaceuticals,wind power",,No,No,No
IPEX Management Inc.,ipexna.com,"IPEX Inc. provides Municipal products, Industrial products, Plumbing & Mechanical products, and PE Electrofusion products in the Canadian market.",110,110,789,547,540,7,1%,180,367,204%,296,273,8%,214,38%,,,,,,,,,Undisclosed,1992,Exited (other),,Undisclosed,,Undisclosed,Mississauga,Mississauga,,ON,Canada,North America,,"hardware,hardware peripherals",,No,No,No
Sekonix,sekonix.com,,108,108,245,,,,,,,,33,13,154%,3,1000%,,,,,,,,,Undisclosed,,Exited (other),,Undisclosed,,Undisclosed,,,,,,,,"consumer electronics,consumer goods,hardware,manufacturing",,No,No,No
MWSC,mwsc.com,"Arc3 Gases supplies welding equipment & supplies, welding consumables, industrial & medical gases, high purity & specialty gases, and bulk...",106,106,108,56,,,,,,,31,,,,,,,,,,,,,Undisclosed,1925,Exited (other),,Undisclosed,,Undisclosed,Dunn,Dunn,,NC,United States,North America,,"cleantech,hardware,hardware peripherals,healthcare,medical devices,pharmaceuticals,retail,wind power",,No,No,No
AFIA,afia.org,"Learn more about AFIA, the world's largest organization devoted exclusively to representing the interests of the animal feed industry.",104,104,160,18,17,1,6%,16,2,13%,161,,,,,,,,,,,,,Undisclosed,1909,Exited (other),,Undisclosed,,Undisclosed,Arlington,Arlington,,VA,United States,North America,,"food & beverages,hardware,hardware peripherals,healthcare,pharmaceuticals",,No,No,No
Crossbar,crossbar-inc.com,Crossbar is ushering in a new era of storage innovation for a content rich world.,104,89,517,35,35,0,0%,34,1,3%,628,610,3%,509,23%,,,,,,18,0,,0,2010,Exited (other),"Artiman Ventures,CBC Capital,Cheerful Link Ventures,Correlation Ventures,Kleiner Perkins Caufield & Byers,Korea Investment Partners,Northern Light Venture Capital,Oriza Holdings,SAIF Partners,TAO Investments,Tao Capital Partners,Tyche Partners",$80.6M,2015-09-14,"$35,000,000",Bay Area,Santa Clara,Bay Area,CA,United States,North America,B2B,"data storage,hardware,hardware peripherals,physical storage,semiconductors,storage",,No,No,No
http://www.glacialtech.com/,glacialtech.com,,103,103,-14,5,5,0,0%,,,,205,,,,,,,,,,,,,Undisclosed,,Exited (other),,Undisclosed,,Undisclosed,,,,,,,,"consumer electronics,consumer goods,hardware,manufacturing",,No,No,No
TOSHIBA TEC Corporation,toshibatec.co.jp,,99,99,1152,156,154,2,1%,146,10,7%,"7,203",,,,,,69,,69,,,,,Undisclosed,,Exited (other),,Undisclosed,,Undisclosed,Japan,,,,Japan,Asia,,"consumer electronics,hardware,manufacturing,retail",,Yes,No,Yes
ConvenientPower Ltd,convenientpower.com,"ConvenientPower designs and develops innovative, environmentally protective wireless power technologies.",99,99,-346,15,15,0,0%,,,,18,18,0%,17,6%,,,,,,,,,Undisclosed,2006,Exited (other),,Undisclosed,,Undisclosed,Hong Kong Island,Hong Kong Island,,,Hong Kong,Asia,,"consumer electronics,hardware",,No,No,No
Fastprint Circuit,chinafastprint.com,,98,98,-465,38,,,,,,,11,,,,,,,,,,,,,Undisclosed,1999,Exited (other),,Undisclosed,,Undisclosed,San Jose,San Jose,,CA,United States,North America,,"consumer electronics,hardware,manufacturing",,No,No,No
Artek Enterprises Pvt Ltd.,artek.co.in,"We are the largest Indian suppliers of Robotics solutions, Paper Cup making machines,Air filtration systems,CNC Milling Engraving Machines.Our state-of-the-art CNC Milling Engraving machines are manufactured with utmost care and stringent quality checks at every stage to ensure that we deliver an error -free product.We use built-in dedicated 3D CNC Controller.We provide solutions for IT Turnkey Projects, LAN/WAN, Security & Survillence",98,98,377,84,85,-1,-1%,,,,6,,,,,,,,,,,,,Undisclosed,1979,Exited (other),,Undisclosed,,Undisclosed,New Delhi,New Delhi,,,India,Asia,,"cleantech,hardware,hardware peripherals,information security,physical security,security,wind power",,No,No,No
Sinosteel Corporation Limited,sinosteel.com,,98,98,-545,270,268,2,1%,266,4,2%,"2,624","2,422",8%,"1,915",37%,,,,,,,,,Undisclosed,,Exited (other),,Undisclosed,,Undisclosed,China,,,,China,Asia,,"consumer electronics,hardware,manufacturing,retail,transportation",,No,No,No
PacketHop,direct.sri.com,,97,97,511,,,,,,,,"265,506","266,195",0%,"254,411",4%,,,,,,138,,,0,,Exited (other),"GF Private Equity,Mayfield Fund,US Venture Partners,Velocity Interactive Group",$10.0M,2005-08-08,"$10,000,000",Bay Area,Redwood City,Bay Area,CA,United States,North America,"B2B,B2C","automotive,hardware,mobile",consumer electronics,No,No,No
MMM Excellence in tube systems,mmm.es,"MMM is a business group specialized in the design, development and manufacturing of systems that integrate tubes for the automotive industry",96,96,287,63,60,3,5%,,,,51,48,6%,47,9%,,,,,,,,,Undisclosed,1944,Exited (other),,Undisclosed,,Undisclosed,Barcelona,Barcelona,,,Spain,Europe,,"automotive,cleantech,hardware,hardware peripherals,wind power",,No,No,No
US Laser Corporation,uslasercorp.com,"U.S. Laser Corporation offers Nd:YAG lasers and laser systems for welding, marking, engraving, cutting, micro-machining, scribing, resistor trimming and specialty applications.",95,95,-155,,,,,,,,31,24,29%,13,138%,,,,,,,,,Undisclosed,,Exited (other),,Undisclosed,,Undisclosed,New York,Wyckoff,New York,NJ,United States,North America,,"cleantech,hardware,hardware peripherals,healthcare,medical devices,solar power,wind power",,No,No,No
